股票代码,股票名称,行业,收盘价,涨跌幅%,量比,走势类型,趋势强度,中枢位置,中枢上沿ZG,中枢下沿ZD,笔方向,线段方向,买点类型,买点置信度,卖点类型,卖点置信度,二买确认,二买置信度,双级确认买,双级确认卖,信号级别,买入强度,卖出强度,底背驰,顶背驰,均线排列,均线破位,量异常,笔趋势耗尽,综合评分,机会等级,风险等级,止损价
002090,金智科技,电力设备,11.2,-0.8,1.03,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,10.42
002114,罗平锌电,有色/钢铁/煤炭,9.11,-5.3,1.66,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",放量,,-0.05,D,高危,8.47
002117,东港股份,环保/公用,10.29,0.68,1.3,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,高危,9.57
002125,湘潭电化,新能源车/风电,14.36,-1.03,0.79,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,-0.05,D,高危,13.35
002165,红 宝 丽,化工,9.74,3.73,5.07,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,倍量,,-0.05,D,安全,9.06
002184,海得控制,自动化/制造,12.22,1.92,1.42,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,11.36
002190,成飞集成,新能源车/风电,31.76,-0.78,2.13,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,放量,,-0.05,D,安全,29.54
002191,劲嘉股份,环保/公用,3.98,3.65,1.69,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,3.7
002205,国统股份,建材,14.12,0.5,1.02,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,13.13
002207,,基建/地产/石油石化,9.67,4.99,0.06,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,缩量,,-0.05,D,安全,8.99
002226,江南化工,化工,5.69,0.53,2.08,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,5.29
002227,,电力设备,9.18,-0.86,0.26,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,缩量,,-0.05,D,安全,8.54
002241,歌尔股份,电子,25.33,0.0,1.4,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,23.56
002243,力合科创,化工,8.93,2.17,1.95,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,放量,,-0.05,D,安全,8.3
002249,大洋电机,电力设备,9.91,4.98,2.84,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,倍量,,-0.05,D,安全,9.22
002265,建设工业,新能源车/风电,23.11,0.43,1.0,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,21.49
002272,川润股份,自动化/制造,18.74,-2.29,0.61,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,-0.05,D,高危,17.43
002274,华昌化工,化工,6.29,0.8,0.88,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,5.85
002277,友阿股份,消费,6.54,-2.97,3.17,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,倍量,,-0.05,D,安全,6.08
002326,永太科技,化工,23.52,6.91,1.37,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,跌破MA60,,,-0.05,D,安全,21.87
002334,英威腾,自动化/制造,9.04,2.26,1.16,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,8.41
002347,泰尔股份,自动化/制造,8.44,2.93,1.19,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,7.85
002354,天娱数科,传媒,6.44,1.9,1.12,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,5.99
002357,富临运业,交运,12.04,1.6,0.8,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,跌破MA60,,,-0.05,D,安全,11.2
002366,融发核电,电力设备,7.6,-0.26,1.02,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,7.07
002369,卓翼科技,电子,7.21,-1.9,1.14,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,6.71
002403,爱仕达,消费,11.68,4.38,1.79,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,10.86
002418,康盛股份,消费,5.94,-2.14,0.61,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,-0.05,D,高危,5.52
002425,凯撒文化,传媒,3.44,-0.29,0.64,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,3.2
002442,龙星科技,化工,6.1,1.33,0.99,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,5.67
002446,盛路通信,电子,10.36,-2.45,1.02,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,-0.05,D,高危,9.63
002449,国星光电,电子,8.11,-2.87,1.7,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,高危,7.54
002457,青龙管业,建材,12.11,2.02,1.5,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,11.26
002468,申通快递,交运,15.53,-0.58,0.68,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA10, 跌破MA20",,,-0.05,D,高危,14.44
002474,榕基软件,互联网/软件,8.23,4.97,2.57,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,倍量,,-0.05,D,安全,7.65
002482,广田集团,建材,1.65,1.85,1.52,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,放量,,-0.05,D,安全,1.53
002510,天汽模,新能源车/风电,7.37,4.69,3.76,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,倍量,,-0.05,D,安全,6.85
002513,蓝丰生化,化工,6.58,1.23,0.92,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,6.12
002515,金字火腿,消费,6.8,-4.23,0.92,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,-0.05,D,高危,6.32
002539,云图控股,化工,14.23,0.92,1.05,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA10, 跌破MA20",,,-0.05,D,高危,13.23
002547,,新能源车/风电,3.35,2.76,1.2,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,3.12
002562,兄弟科技,化工,5.88,2.08,1.46,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,5.47
002566,益盛药业,医药,7.96,-1.73,0.82,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,跌破MA10,,,-0.05,D,安全,7.4
002570,贝因美,消费,5.06,-0.98,1.01,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,4.71
002572,索菲亚,消费,12.1,-0.41,1.05,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,11.25
002575,群兴玩具,消费,7.37,-1.86,1.52,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,高危,6.85
002590,万安科技,新能源车/风电,12.58,1.21,1.15,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,11.7
002613,北玻股份,建材,3.99,-2.44,0.83,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,-0.05,D,高危,3.71
002636,金安国纪,电子,42.9,-5.28,0.7,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,-0.05,D,高危,39.9
002641,公元股份,建材,4.21,-0.47,0.9,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,3.92
002647,仁东控股,金融,12.33,-0.72,0.66,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,-0.05,D,高危,11.47
002660,茂硕电源,电子,8.84,-0.56,1.18,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,8.22
002663,普邦股份,基建/地产/石油石化,2.26,-1.31,0.73,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,-0.05,D,高危,2.1
002664,信质集团,新能源车/风电,23.26,3.42,1.87,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,21.63
002681,奋达科技,电子,5.5,-0.72,1.61,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,放量,,-0.05,D,安全,5.11
002688,金河生物,医药,5.88,-0.84,1.01,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,5.47
002698,博实股份,自动化/制造,14.7,4.11,2.11,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,13.67
002703,浙江世宝,新能源车/风电,19.0,0.42,1.25,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,跌破MA60,,,-0.05,D,安全,17.67
002737,葵花药业,医药,13.49,-0.15,0.56,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,12.55
002763,汇洁股份,消费,8.22,-9.37,1.32,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,-0.05,D,高危,7.64
002766,索菱股份,新能源车/风电,4.77,1.06,0.99,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,4.44
002777,久远银海,互联网/软件,16.57,-0.9,1.94,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,放量,,-0.05,D,安全,15.41
002786,银宝山新,自动化/制造,8.41,6.32,2.93,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,倍量,,-0.05,D,安全,7.82
002792,通宇通讯,通信/计算机,48.37,-1.45,0.74,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,-0.05,D,高危,44.98
002801,微光股份,电力设备,33.06,2.96,1.87,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,30.75
002809,红墙股份,化工,11.4,-0.52,6.33,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,倍量,,-0.05,D,安全,10.6
002811,郑中设计,建材,13.3,0.0,1.18,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,跌破MA60,,,-0.05,D,安全,12.37
002820,桂发祥,消费,11.23,-1.75,0.88,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,10.44
002827,高争民爆,化工,31.72,-0.38,0.82,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,29.5
002855,捷荣技术,电子,12.35,-0.08,0.79,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,11.49
002857,三晖电气,电力设备,21.98,-0.9,0.75,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,20.44
002861,瀛通通讯,电子,17.97,-1.8,0.8,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,16.71
002877,智能自控,自动化/制造,9.09,0.66,1.26,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,8.45
002881,美格智能,通信/计算机,40.58,0.02,1.23,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,37.74
002883,中设股份,基建/地产/石油石化,9.92,2.16,0.78,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,高危,9.23
002889,东方嘉盛,交运,13.62,5.09,5.76,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,,倍量,,-0.05,D,高危,12.67
002892,科力尔,电力设备,11.34,9.99,3.44,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,倍量,,-0.05,D,安全,10.55
002893,京能热力,电力设备,10.98,-0.54,1.12,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,10.21
002896,中大力德,自动化/制造,80.6,3.92,2.49,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,高危,74.96
002915,中欣氟材,化工,23.11,10.0,0.81,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,21.49
002917,金奥博,化工,13.47,-0.37,0.84,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,12.53
002932,,医药,16.83,-1.06,0.39,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,缩量,,-0.05,D,安全,15.65
002936,郑州银行,金融,1.79,-1.1,1.85,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,放量,,-0.05,D,安全,1.66
002939,长城证券,金融,9.18,-3.06,1.92,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,8.54
002949,华阳国际,基建/地产/石油石化,14.2,-0.63,0.62,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,13.21
002960,青鸟智控,自动化/制造,9.8,-2.39,1.14,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,-0.05,D,高危,9.11
002965,祥鑫科技,新能源车/风电,35.82,3.26,2.07,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,33.31
002981,朝阳科技,电子,25.15,-0.87,0.7,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,23.39
002997,瑞鹄模具,新能源车/风电,35.05,0.72,1.92,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,32.6
003001,中岩大地,基建/地产/石油石化,19.69,1.97,1.99,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,18.31
003011,海象新材,消费,23.27,0.04,0.97,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,跌破MA60,,,-0.05,D,安全,21.64
003013,地铁设计,基建/地产/石油石化,13.89,2.81,1.85,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,12.92
003028,振邦智能,消费,28.88,3.07,2.11,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,26.86
003029,吉大正元,互联网/软件,21.12,0.0,0.71,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,19.64
300025,华星创业,通信/计算机,5.74,-0.17,0.96,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,5.34
300027,,传媒,1.95,7.14,0.84,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,高危,1.81
300037,新宙邦,新能源车/风电,63.15,0.69,0.88,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA10, 跌破MA20",,,-0.05,D,高危,58.73
300045,华力创通,电子,24.24,-0.66,1.74,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,22.54
300046,台基股份,半导体/光伏,34.8,0.96,2.49,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,32.36
300047,天源迪科,互联网/软件,12.32,0.33,0.82,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,11.46
300074,华平股份,互联网/软件,4.47,0.0,1.1,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,4.16
300100,双林股份,新能源车/风电,33.15,11.13,3.92,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,倍量,,-0.05,D,安全,30.83
300107,建新股份,化工,7.66,6.98,2.66,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,倍量,,-0.05,D,安全,7.12
300112,万讯自控,自动化/制造,8.43,0.96,1.08,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,7.84
300121,阳谷华泰,化工,13.21,-2.22,2.14,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,12.29
300123,,电子,5.01,1.01,0.82,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,4.66
300127,银河磁体,有色/钢铁/煤炭,32.18,1.87,1.27,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,29.93
300153,科泰电源,电力设备,31.8,0.16,1.27,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,29.57
300163,先锋新材,化工,4.52,-1.95,0.7,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,跌破MA60,,,-0.05,D,安全,4.2
300169,天晟新材,化工,6.28,-1.41,0.9,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,5.84
300177,中海达,电子,8.72,-1.02,1.13,-,0.0,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,高危,8.11
300193,佳士科技,自动化/制造,8.84,0.57,1.25,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,8.22
300196,长海股份,建材,19.75,-3.85,0.76,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,-0.05,D,高危,18.37
300217,东方电热,消费,5.54,1.47,1.41,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,5.15
300226,上海钢联,互联网/软件,24.64,-1.44,0.99,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,22.92
300247,融捷健康,消费,4.99,11.63,4.26,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,倍量,,-0.05,D,安全,4.64
300258,精锻科技,新能源车/风电,13.65,5.41,1.97,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,12.69
300276,三丰智能,自动化/制造,8.42,19.94,3.77,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,倍量,,-0.05,D,安全,7.83
300286,安科瑞,电力设备,24.91,-2.54,0.92,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,跌破MA60,,,-0.05,D,安全,23.17
300290,荣科科技,互联网/软件,15.56,1.57,0.67,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,14.47
300298,三诺生物,医药,16.83,-0.06,0.98,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,15.65
300304,云意电气,新能源车/风电,12.6,-1.56,1.11,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,跌破MA60,,,-0.05,D,安全,11.72
300306,远方信息,自动化/制造,12.56,-0.79,0.96,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,11.68
300321,同大股份,化工,41.88,-0.92,0.85,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,跌破MA5,,,-0.05,D,安全,38.95
300339,润和软件,互联网/软件,44.98,1.31,0.91,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,41.83
300341,麦克奥迪,电力设备,15.59,-1.2,1.02,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,14.5
300345,华民股份,半导体/光伏,6.98,-1.97,1.01,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,6.49
300349,金卡智能,自动化/制造,14.37,-1.17,0.97,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,13.36
300353,东土科技,通信/计算机,19.12,2.25,1.54,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,放量,,-0.05,D,安全,17.78
300354,东华测试,自动化/制造,38.74,5.67,2.21,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,36.03
300370,安控科技,自动化/制造,2.55,0.39,1.01,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,2.37
300375,鹏翎股份,新能源车/风电,4.96,2.06,2.21,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,4.61
300380,安硕信息,互联网/软件,36.19,-2.22,0.96,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,33.66
300382,斯莱克,自动化/制造,15.49,-1.65,1.05,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,跌破MA5,,,-0.05,D,安全,14.41
300390,天华新能,新能源车/风电,93.65,-2.97,0.97,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,-0.05,D,高危,87.09
300426,华智数媒,传媒,7.46,0.81,1.68,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,放量,,-0.05,D,安全,6.94
300428,立中集团,新能源车/风电,22.19,0.54,1.19,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,20.64
300433,蓝思科技,电子,34.21,5.88,2.35,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,31.82
300444,双杰电气,电力设备,16.0,-3.32,0.77,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,-0.05,D,高危,14.88
300448,浩云科技,互联网/软件,7.84,-0.51,0.66,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,7.29
300453,三鑫医疗,医药,9.97,-1.97,0.85,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,-0.05,D,高危,9.27
300454,深信服,互联网/软件,120.02,-1.21,0.8,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,跌破MA5,,,-0.05,D,安全,111.62
300474,景嘉微,电子,64.64,-1.45,1.05,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA5,,,-0.05,D,安全,60.12
300476,胜宏科技,电子,340.22,-4.12,1.05,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,-0.05,D,高危,316.4
300493,润欣科技,电子,16.38,-1.03,1.24,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,15.23
300496,中科创达,互联网/软件,64.9,-0.58,1.33,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,60.36
300500,启迪设计,基建/地产/石油石化,12.05,-1.71,0.78,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,11.21
300507,苏奥传感,新能源车/风电,9.34,0.86,1.6,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,放量,,-0.05,D,安全,8.69
300512,中亚股份,自动化/制造,9.16,-0.43,1.03,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,8.52
300513,恒实科技,通信/计算机,9.09,-1.3,0.95,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,8.45
300532,今天国际,互联网/软件,7.88,0.9,0.87,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,7.33
300539,横河精密,化工,32.8,2.56,1.12,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,30.5
300542,新晨科技,互联网/软件,15.82,0.19,0.82,盘整,0.3,中枢下,,,-,-,-,,-,,,,,,-,,,,,-1.0,跌破MA60,,,-0.05,D,安全,14.71
300548,长芯博创,通信/计算机,251.4,-5.84,1.01,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,-0.05,D,高危,233.8
300549,优德精密,自动化/制造,18.38,1.55,1.41,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,17.09
300568,星源材质,新能源车/风电,16.56,0.0,0.94,盘整,0.3,中枢内,,,-,-,-,,-,,,,,,-,,,,,1.0,"跌破MA5, 跌破MA10",,,-0.05,D,高危,15.4
300591,万里马,消费,8.33,1.59,0.93,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,-1.0,,,,-0.05,D,安全,7.75
300609,汇纳科技,互联网/软件,40.57,-1.05,0.79,-,0.0,中枢内,,,-,-,-,,-,,,,,,-,,,,,0.0,跌破MA5,,,-0.05,D,安全,37.73
